,id,score
83,5bac952ff0f00da093b5de7e,0.6297064433851164
7,58cf934bb122271ae6dc3a75,0.5924305865419192
44,5b02d273611cd9a3b1eac331,0.5898812458659726
8,58d011ddb122271ae751d4b0,0.5811029549917072
0,586d7663f0f0117de94f2eeb,0.5802387753685904
93,5c24da60f0f0c76dab420c30,0.577303113057238
16,59298aabf0f0e0e2bd4ed241,0.5767278905010761
54,5b2b76ba611cf2b142873d0c,0.5749264167848097
42,5afd46a9f0f015df1b21a07c,0.5735654913574054
46,5b06c5ec611cc7db31677456,0.5725412760303591
19,595baf95f0f0c0c266ce3228,0.5718914327703262
74,5b7bbf4ef0f07b8bfa5f88ae,0.568841457089022
43,5b023ad3611ca3a15ee70cbd,0.5625805783145384
87,5bd04818f0f0111376afbd3d,0.5573629448464917
14,59213af2f0f0c1690d5b8264,0.5568655147827434
68,5b594e75611c34fcbce8c063,0.5551703158271236
53,5b20d30b611c6f728256399a,0.553113244265291
48,5b0bae97611c023fbec67c9e,0.5526880084533963
18,5955ea75f0f08da84aa463dc,0.5509709772532799
35,5aa7f426f0f074046641c495,0.5509629281927132
37,5ac38d9ff0f01dbca63c347b,0.5460049494052084
13,58fe158cf0f0847a4b529645,0.5420268924534131
59,5b3de297611ccd659e323672,0.5405270095986543
3,586fde90f0f0648ce719dd85,0.5403590803438
50,5b1147a8611c2aae73b9b367,0.5391453142427696
33,5a983a73f0f0df3ee1b0ed3e,0.5382344400975009
84,5bafde0af0f07d4640f24340,0.5359220361834321
26,59c8a0f2f0f0b7880c122738,0.5348231900386244
76,5b8e5e42f0f09d58d41215cb,0.5347818018649324
25,59bb8ee4f0f0f9762aacdd0c,0.5326125022301249
11,58e5ae75f0f014cf1e370797,0.5322275191210694
72,5b798c1ef0f079b3bb51bb3c,0.5310721115437046
40,5ae688f4611c6ce6797d5675,0.5303722715605518
5,58b6b4ffb1222c305523f069,0.5300534254749575
57,5b39b816611c19891b6359c7,0.5294449695128335
21,595db449f0f0c0c269a65d57,0.5294093034153746
39,5acb7e18f0f0d2727e40f73c,0.528525321784973
77,5b97fa32f0f053108ae97439,0.5269465749553834
23,598482c2f0f0eb0b8c11373d,0.5255457641286064
29,5a1c0290f0f0f24d856eb2aa,0.5252143021199467
24,598d9ccaf0f0a3e821218c6d,0.5240092489407989
79,5ba0a9d5f0f04220dd59b61f,0.5227709531694886
27,59ed8273f0f080eb240e4ab9,0.5186564923955755
95,5c3b8eeef0f00697b4d73f0d,0.5178846603472188
52,5b1bfddf611c49548fa340fd,0.5154208416795152
4,58751c98f0f0bf89e981513d,0.5140982751266031
34,5a98ea86f0f0143a30e74186,0.5139328815718162
66,5b4ddf40611c3e8979b89df0,0.5132396409159546
56,5b2de6d7611c11dc7d1902ff,0.5114077758824737
99,5c6f5201f0f081041f2e7c00,0.5110621551171625
1,586d76f1f0f0117de95c4af0,0.510000891623227
49,5b10121e611cf2efd57fb697,0.5080019491125641
12,58e5aefdf0f014cf1e3735a0,0.505222392652369
9,58e5ae2ef0f0b66f82689990,0.5047707096883368
64,5b454003611c56f0bde964f7,0.5025438255332021
36,5aabb575f0f00ddd5f841ffd,0.5004278921501234
78,5ba0a88df0f04220dd58de6b,0.4994238300059104
80,5ba2181ef0f04220ddcb99cc,0.4989314345228411
82,5ba90ed8f0f00da092b62673,0.4976770558921679
65,5b479bb8611c56f0bf22a82b,0.4958349176064865
2,586fde19f0f0648ce714ca15,0.49344399276074874
32,5a6a08d8f0f08ca07017295d,0.49040727143181956
92,5c1a0063f0f03a3df1860d35,0.4896920703461816
89,5bdfe471f0f04fac59674f15,0.4890921032430097
28,59f9d903f0f00a3a6efe684c,0.48797493469344183
15,5926cc17f0f030cd29e701ad,0.48684823059563725
73,5b7a47d9f0f079b3bb902991,0.48652377728465557
22,5961b469f0f0d91c94872d5a,0.48561746838178976
91,5c1902c0f0f03a3df144d78a,0.48484344684437447
45,5b056b9b611cc7db3029c60d,0.48235763402314874
60,5b3ed9d0611ccd659eb18b68,0.4790881853097296
71,5b782a85f0f079b3bb0ac407,0.47591476868646904
58,5b3c2680611c19891c98a385,0.4705733857189305
30,5a4ae751f0f079b703308ab5,0.46950226011462676
61,5b42d2fc611cffacc1893b80,0.46730236075170795
63,5b44528f611c56f0bd7047a9,0.4662611204716896
67,5b4ef682611c3e897a454dad,0.4657133065846664
94,5c2f4f47f0f0b16f80cb98a7,0.4653005440478959
41,5af91c0f611c49b2ebc4ae0b,0.46355833305241495
75,5b87a1f6f0f088df9c2bac22,0.45494194135475213
86,5bc60de7f0f094ee3f6fab2c,0.45344195601809356
85,5bbe9284f0f02f8d4e5b21ba,0.45264347125343957
97,5c6772f7f0f02440490aa66a,0.44876444348558
31,5a4b9588f0f0b497f6c4d803,0.4481693359354379
69,5b62880ff0f0dac547c5a45b,0.4466011927166318
81,5ba476dcf0f04220de67032f,0.4410494943818642
17,5950bfc6f0f01f4bd038abfb,0.440584928998177
98,5c696dd7f0f024404951f15a,0.43033919646293267
10,58e5ae6df0f014cf1e37056e,0.4276186842343746
62,5b42ff3f611cffacc1ad5bf7,0.39465433381069714
51,5b13f9d4611c47ba2871095c,0.39371474720734895
88,5bd17c79f0f0111376f855bb,0.38702746830158746
96,5c5109b3f0f0531757c4b4c7,0.3632614102815929
47,5b0b685b611c023fbe918a6e,0.3551555141873224
20,595c7c79f0f0dcff9b039f26,0.3516378809627369
70,5b72a24df0f00fbf8a771610,0.3392959130987956
90,5c00bee5f0f0876e68cc2dbf,0.3332289416106656
6,58b90b69b12247ace43bcc99,0.31008163244970594
55,5b2bde2d611cf2b142c1d06f,0.30214939932317647
38,5ac58242f0f0d272770cca9f,0.2936151029749779
